0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0.008
1	0.008
1	0.008
1	0.008
1	0.008
1	0.008
1	0.008
1	0.008
1	0.008
1	0.008
2	0.017
2	0.017
2	0.017
2	0.017
2	0.017
2	0.017
2	0.017
2	0.017
2	0.017
2	0.017
3	0.025
3	0.025
3	0.025
3	0.025
3	0.025
3	0.025
3	0.025
3	0.025
3	0.025
3	0.025
4	0.034
4	0.034
4	0.034
4	0.034
4	0.034
4	0.034
4	0.034
4	0.034
4	0.034
4	0.034
5	0.042
5	0.042
5	0.042
5	0.042
5	0.042
5	0.042
5	0.042
5	0.042
5	0.042
5	0.042
6	0.050
6	0.050
6	0.050
6	0.050
6	0.050
6	0.050
6	0.050
6	0.050
6	0.050
6	0.050
7	0.059
7	0.059
7	0.059
7	0.059
7	0.059
7	0.059
7	0.059
7	0.059
7	0.059
7	0.059
8	0.067
8	0.067
8	0.067
8	0.067
8	0.067
8	0.067
8	0.067
8	0.067
8	0.067
8	0.067
9	0.076
9	0.076
9	0.076
9	0.076
9	0.076
9	0.076
9	0.076
9	0.076
9	0.076
9	0.076
10	0.084
10	0.084
10	0.084
10	0.084
10	0.084
10	0.084
10	0.084
10	0.084
10	0.084
10	0.084
11	0.092
11	0.092
11	0.092
11	0.092
11	0.092
11	0.092
11	0.092
11	0.092
11	0.092
11	0.092
12	0.101
12	0.101
12	0.101
12	0.101
12	0.101
12	0.101
12	0.101
12	0.101
12	0.101
12	0.101
13	0.109
13	0.109
13	0.109
13	0.109
13	0.109
13	0.109
13	0.109
13	0.109
13	0.109
13	0.109
14	0.118
14	0.118
14	0.118
14	0.118
14	0.118
14	0.118
14	0.118
14	0.118
14	0.118
14	0.118
15	0.126
15	0.126
15	0.126
15	0.126
15	0.126
15	0.126
15	0.126
15	0.126
15	0.126
15	0.126
16	0.134
16	0.134
16	0.134
16	0.134
16	0.134
16	0.134
16	0.134
16	0.134
16	0.134
16	0.134
17	0.143
17	0.143
17	0.143
17	0.143
17	0.143
17	0.143
17	0.143
17	0.143
17	0.143
17	0.143
18	0.151
18	0.151
18	0.151
18	0.151
18	0.151
18	0.151
18	0.151
18	0.151
18	0.151
18	0.151
19	0.160
19	0.160
19	0.160
19	0.160
19	0.160
19	0.160
19	0.160
19	0.160
19	0.160
19	0.160
20	0.168
20	0.168
20	0.168
20	0.168
20	0.168
20	0.168
20	0.168
20	0.168
20	0.168
20	0.168
21	0.176
21	0.176
21	0.176
21	0.176
21	0.176
21	0.176
21	0.176
21	0.176
21	0.176
21	0.176
22	0.185
22	0.185
22	0.185
22	0.185
22	0.185
22	0.185
22	0.185
22	0.185
22	0.185
