0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
0.000	0.006
