Double_Up,Double_Up_1chng,Single_Up,Num_D,Num_N,Num_S
0.08666628823368856,0.09745833902197173,0.026087567376481494,1,1,1
0.0811490949742026,0.08541892260099948,0.028784562004970454,1,1,1
0.07704919842909072,0.08508277245341903,0.03062776873966861,1,1,1
0.08791589739679836,0.08637939776300592,0.026562726470559482,1,1,1
0.08843624855298692,0.08402936163845806,0.03177398076550848,1,1,1
0.08301328224406443,0.09456357000969691,0.031373504329507876,1,1,1
0.07563441925286121,0.09310320980150022,0.02750134823662309,1,1,1
0.08180528364989832,0.09022103904883819,0.029782917553228396,1,1,1
0.08808749429798875,0.0753823068725617,0.03253824555164393,1,1,1
0.0865236736124037,0.07210454742669448,0.02565019059775505,1,1,1
0.0863365370092948,0.08750348897556456,0.03056354738925502,1,1,1
0.07484360418202335,0.08932381599461586,0.037737904541241596,1,1,1
0.08889668086916339,0.08143346505265503,0.02876843930960142,1,1,1
0.08215164274670209,0.09025056137960831,0.029890272899489978,1,1,1
0.07499055148714617,0.09326235192734711,0.026044985936621794,1,1,1
0.08297991846564617,0.08204906366161825,0.030952749147616573,1,1,1
0.08359873016538558,0.08863417411793503,0.028726956106863426,1,1,1
0.09170446470713671,0.08571372389170334,0.030558715030452113,1,1,1
0.08347599306786412,0.0891913718982051,0.026823323728408,1,1,1
0.08354996258180597,0.08690256929570897,0.028573088296769154,1,1,1
0.08934684353932651,0.0862829914438535,0.03724881025206067,1,1,1
0.07763032804702684,0.0963227530394626,0.02872632337587837,1,1,1
0.08792148565111546,0.09572891302333361,0.02890171397286256,1,1,1
0.07627347062675742,0.09500273078354121,0.024177121741977555,1,1,1
0.08342939225647264,0.08703904711325261,0.027632798444598875,1,1,1
0.0875674127275318,0.08661554368484126,0.02995760823002994,1,1,1
0.08083795033723769,0.10008843695124381,0.030351913931759532,1,1,1
0.07943141304754922,0.08765207547609516,0.030069064963266657,1,1,1
0.07958582073427202,0.08220901369944168,0.029315681247803153,1,1,1
0.09269057359947,0.0855504434061661,0.028525656274566262,1,1,1
0.0950914656460297,0.09874856342386305,0.033696152613570646,1,1,1
0.08874043075031329,0.08447074063764021,0.03148665185659082,1,1,1
0.08495928188836993,0.08127290945247251,0.03518647123270762,1,1,1
0.08264726151360267,0.09306800213002822,0.02874826694965852,1,1,1
0.09047979096395163,0.08230647541414982,0.026289952486008097,1,1,1
0.08417903414656369,0.09244072157629701,0.027990527880196625,1,1,1
0.07613496744295209,0.07990309966825684,0.02837177747461976,1,1,1
0.07965256075892,0.09022828485578367,0.027863003538926356,1,1,1
0.08638200122076015,0.09174021503945044,0.026781783944932646,1,1,1
0.08361214282098087,0.0953236793735052,0.026326709826796392,1,1,1
