Double_Up,Double_Up_1chng,Single_Up,Num_D,Num_N,Num_S
0.14285676002170633,0.1206319922666899,0.039287572869388956,1,1,1
0.1504298425459693,0.12150657647514619,0.03823318182223077,1,1,1
0.12532039140008538,0.11314614747529007,0.04048519916714585,1,1,1
0.12443566202016136,0.13068694195852454,0.041978209573836064,1,1,1
0.137055329266434,0.11240638661608571,0.036998876799780984,1,1,1
0.13366853090052588,0.10745605835697036,0.03816260174394256,1,1,1
0.1272660093099346,0.11688252893718304,0.038540115371122854,1,1,1
0.13424644955104084,0.10143077699233022,0.033911347676590584,1,1,1
0.1278512307237754,0.11259967637567699,0.04039911733305089,1,1,1
0.12543586626841213,0.12610038369902365,0.03458576453368978,1,1,1
0.1255403644688014,0.11324916406568339,0.044022815720105586,1,1,1
0.15039672877704124,0.11481965342907112,0.039744657400904465,1,1,1
0.13400046698298063,0.11001405098511116,0.03652304734164423,1,1,1
0.14535171144497266,0.11483983880033137,0.040554486093242206,1,1,1
0.1323480230403175,0.11433022060953738,0.03998216167950268,1,1,1
0.1348040489812144,0.11412817604145756,0.036913280780207273,1,1,1
0.13878201100744203,0.10748575214522008,0.03649885792581391,1,1,1
0.13139343666176792,0.10370943309706113,0.04243479190042945,1,1,1
0.1447570080214688,0.10595485620294891,0.04107714984174181,1,1,1
0.13515615933522393,0.11749430094217518,0.0435061492257395,1,1,1
0.132436537298791,0.10135965050272466,0.041186373930679254,1,1,1
0.12297814505134455,0.1166852178405862,0.03431035998469423,1,1,1
0.13521237051451063,0.12117457496256287,0.03888361630564126,1,1,1
0.12800150577041158,0.11664667936342833,0.03892414406584409,1,1,1
0.1318661170975769,0.10911554636937112,0.030556644193586426,1,1,1
0.14494796515818315,0.11247131250617619,0.036585733937782444,1,1,1
0.13723648006427902,0.10605793676802686,0.03869952156738819,1,1,1
0.12833948752530078,0.11182575076983158,0.04036885156129698,1,1,1
0.12748916932797885,0.10237699585557798,0.037464877571123954,1,1,1
0.13259157028493668,0.11298422898357126,0.03484791151629251,1,1,1
0.12207234545229162,0.10200664395568046,0.04022507977963105,1,1,1
0.14206004674736625,0.11106834244694211,0.03876370473043536,1,1,1
0.137874807439567,0.10169830627263363,0.03893272160618054,1,1,1
0.14228021772062316,0.10558783938732028,0.03615884854631678,1,1,1
0.13197164601847383,0.1197101749914738,0.04226713048356769,1,1,1
0.14078829282250122,0.10230682184563131,0.04043606238820859,1,1,1
0.13491318930034946,0.11969543609490396,0.03655708145106013,1,1,1
0.12196221428798554,0.11717113734004457,0.03434885953667915,1,1,1
0.12640056615658718,0.1167171930134884,0.04052267295975225,1,1,1
0.12257587581956675,0.11727779264611582,0.03928967445864783,1,1,1
0.13649926983950128,0.11095894017433075,0.041426741798873144,1,1,1
0.12100997818973035,0.10800101368878524,0.037509161519057345,1,1,1
0.1262822699335362,0.11589681001100827,0.03996121131675549,1,1,1
0.14189377630866867,0.12050026628468319,0.03622989737539542,1,1,1
0.13994841960770837,0.11982402750289489,0.050373653914689086,1,1,1
0.14836740446702057,0.11789328670085697,0.0408051613013234,1,1,1
0.1292591166674246,0.10180929879486195,0.03752894302260825,1,1,1
0.12130545529838027,0.11942076914235819,0.03810308296043104,1,1,1
0.13188270467386848,0.11133284776512528,0.04158961597089274,1,1,1
0.15001111339640832,0.11752749238989979,0.03974097003820833,1,1,1
0.1423320532218121,0.10999256813062971,0.03909472323666437,1,1,1
0.13099069908448266,0.12642461310254607,0.03956133204740639,1,1,1
0.144903205809845,0.11903490697708013,0.04302958611634851,1,1,1
0.14626809245144706,0.11434746455126003,0.04167090823849744,1,1,1
