Double_Up,Double_Up_1chng,Single_Up,Num_D,Num_N,Num_S
0.10248494609878803,0.05200993819271843,0.022592015547091462,1,1,1
0.09403731731943003,0.05012111040471831,0.023346056389950604,1,1,1
0.09855817681392053,0.0471890870455737,0.026906832863138518,1,1,1
0.09304897809819512,0.05236339404115702,0.01947872736628565,1,1,1
0.0882775023863353,0.053253104573764344,0.02497117539350112,1,1,1
0.09207976308319997,0.0444219589825172,0.023315955384750068,1,1,1
0.0927810475481769,0.05140703703958706,0.02816122560889913,1,1,1
0.0886133433929091,0.05537620510009669,0.02746485119377705,1,1,1
0.09505658676833079,0.043928274792089814,0.019993214531057072,1,1,1
0.1021258550615797,0.05500190095759967,0.02261610146980121,1,1,1
0.09989757720016246,0.05216139449541657,0.03252074984105547,1,1,1
0.09392525889728329,0.051329866334243524,0.024352098795942675,1,1,1
0.08961100321071001,0.05211027511354681,0.027540058743519877,1,1,1
0.08852198887271162,0.050756091245284976,0.0245646818930158,1,1,1
0.0922081349657527,0.044802700024000316,0.023751555443291824,1,1,1
0.0898104601844463,0.052062301788603355,0.0234219784408887,1,1,1
0.097976832675649,0.04764623428433345,0.0240243121771621,1,1,1
0.0951381251686711,0.05054645171336627,0.023869923352508666,1,1,1
0.09729986660852719,0.05080098258139641,0.02624093079911523,1,1,1
0.09488293006852858,0.05032655196435741,0.023206516670854493,1,1,1
0.09636755803826028,0.049574547338402844,0.029277471737017946,1,1,1
0.09732918975966337,0.046920222428094356,0.025323628555362483,1,1,1
0.10298547335304781,0.052485105342941984,0.01789236079331647,1,1,1
0.09105069352139211,0.04902627181525659,0.021483027973520107,1,1,1
0.09857735443961038,0.05263921942349223,0.024693087893513578,1,1,1
0.09646953253859061,0.05538444955893134,0.020536133712375122,1,1,1
0.10413004684499845,0.05275018028986042,0.023050913113404715,1,1,1
0.09657240180662524,0.05112261287392775,0.02263456438617811,1,1,1
0.09522186808291984,0.04696101937050706,0.022301697906875292,1,1,1
0.08872783126636827,0.05430103406409545,0.024636054012493074,1,1,1
0.08983057048583386,0.05308126187442579,0.02081383947803104,1,1,1
0.09512498249909349,0.05282481634852518,0.025645681616901346,1,1,1
0.1014221009428484,0.04196683039942447,0.0272015383210694,1,1,1
0.09044982262713745,0.04237389828261441,0.027842481772156622,1,1,1
0.0940256640873708,0.044884408113577426,0.020829882102046136,1,1,1
0.08649371563022018,0.050488359154617815,0.02486728281663909,1,1,1
0.10404699418857685,0.047798965400865395,0.02505373457440188,1,1,1
0.0960299957658525,0.04783361401178359,0.022521746056810038,1,1,1
0.09830050097034132,0.04487516889256049,0.028451100965318946,1,1,1
0.08902983255981337,0.04918816518338949,0.020391422164859133,1,1,1
0.09459254091003906,0.05195492533557315,0.02459276617815607,1,1,1
0.09114092541839694,0.04313570292171131,0.02365650345174774,1,1,1
0.09501621813945818,0.050215682147121625,0.02437110970615121,1,1,1
0.1172778854737064,0.049425758279111436,0.024620131350116228,1,1,1
0.08642075688511197,0.04664492279513707,0.02455584207276458,1,1,1
0.08840342932889639,0.04889910369007902,0.02935493466341877,1,1,1
0.09282954480807591,0.052014970850609445,0.02610808485767666,1,1,1
0.10183221642814336,0.04819311447748162,0.0242908139107184,1,1,1
0.09471024309482046,0.04568058834050761,0.027569475042662415,1,1,1
0.09780923131602709,0.051856383590877575,0.027412904343029183,1,1,1
0.09203073479261253,0.05347774920455488,0.020518984759074606,1,1,1
0.0978480352044328,0.05074332918028974,0.02329361220025541,1,1,1
0.09497509329066714,0.05009047461900044,0.027656708654330786,1,1,1
0.10109636327971787,0.047698743241499454,0.027669614775763005,1,1,1
0.09128841524135772,0.052314238064986085,0.021227914604936643,1,1,1
0.0848216638980476,0.05590408315604728,0.02324011370481563,1,1,1
0.09376205774164964,0.04429885985584823,0.023471544010233707,1,1,1
0.08685192803502169,0.05387666042035609,0.023789725726133297,1,1,1
0.0966319587185856,0.052110936169140476,0.02474420996808852,1,1,1
0.09898355129717801,0.05626811438925064,0.024660211292568256,1,1,1
0.09381060899045915,0.04292286067382783,0.021449498133304067,1,1,1
0.08782824238737638,0.0544183592205916,0.025154482968271913,1,1,1
0.0902009788307716,0.05277006208315012,0.02344551858024366,1,1,1
0.09849630355158248,0.05425276357442889,0.024650679806417154,1,1,1
0.0876139282292934,0.052125814996088524,0.024356344875038308,1,1,1
0.10105240270227325,0.044725018577722056,0.02394854662197317,1,1,1
0.1005669604188014,0.05096672847101194,0.022561526869567018,1,1,1
0.09456589427681186,0.048272446054587505,0.02721680001390399,1,1,1
0.08410964000405163,0.04276304944229303,0.025081838189977217,1,1,1
0.0977366496331227,0.045163550067802954,0.027258231366182276,1,1,1
0.09282906634089469,0.049345247813891345,0.02313482131973714,1,1,1
0.08164844059218902,0.047328955201444894,0.0241429146674334,1,1,1
0.09987490713342487,0.04641759997005807,0.027072738264348882,1,1,1
0.10482523916061308,0.047091349420248826,0.02259134207838468,1,1,1
0.09504285479639198,0.04861071377928861,0.024500076378519628,1,1,1
0.09689351485750657,0.04901239795684214,0.02638455612783231,1,1,1
0.08737466102772548,0.04775798827361409,0.023020008801755094,1,1,1
0.09241267352399904,0.050806372347345266,0.027249163382485748,1,1,1
0.09476455070207596,0.04454219089757823,0.024859491098903744,1,1,1
0.07904406128983746,0.04642797510445224,0.024037942635114964,1,1,1
0.09445091451855137,0.04872063493766913,0.026276184608464898,1,1,1
0.08957245024990991,0.05130685492799273,0.018974675665554813,1,1,1
0.0973472428155603,0.052538559850033834,0.02805817002080278,1,1,1
0.10340142135098473,0.04617271472842414,0.02782581397343522,1,1,1
0.09338907744415258,0.05024885776289641,0.027510861569635323,1,1,1
0.10200556006204084,0.04791167574256014,0.023150317455479914,1,1,1
0.09633011762695999,0.05803224928206095,0.02617758283068106,1,1,1
0.089764076420736,0.049867572453482556,0.02296760880794197,1,1,1
0.10123183732391533,0.050591707394200616,0.02363437602159771,1,1,1
0.08809388445707055,0.053489466393349436,0.02109810103034917,1,1,1
0.0929676872583051,0.052314469609850735,0.02236661566485812,1,1,1
0.09572292200102017,0.047617977049160244,0.025016687916014854,1,1,1
0.09440258902691682,0.05497795703097335,0.02148549256976822,1,1,1
0.0953861682898834,0.04985223035981289,0.024109433397279827,1,1,1
0.09165124334495306,0.04586875018791607,0.02171282811802135,1,1,1
0.10388044013433648,0.04725315864258282,0.023139802651390734,1,1,1
0.11048209503809599,0.04443146329823475,0.023977463861155523,1,1,1
0.09643440674848987,0.04683877778127975,0.02616122962770264,1,1,1
0.09675701574762231,0.04248630817056375,0.024685658133916308,1,1,1
0.09823186850825508,0.04346283063507333,0.021791916071103777,1,1,1
0.09341518946132102,0.04409914248606092,0.023208036891649894,1,1,1
0.08833181468694733,0.04539856600458381,0.026081056239189722,1,1,1
0.10717702172980959,0.05238507821707551,0.02231634737600372,1,1,1
0.10117010978903479,0.05757725853658865,0.023848237132692855,1,1,1
0.08546581083545426,0.04632593463319972,0.02734091068784613,1,1,1
0.09892000612407366,0.05119593449513518,0.02354486748481682,1,1,1
0.0904609138789115,0.04798173015018997,0.028406388564604562,1,1,1
0.0842186207090675,0.05812488742898693,0.022500437977390635,1,1,1
0.09946795949576269,0.05049762405877878,0.0221212453970493,1,1,1
0.0831038886839724,0.05317191008940226,0.020419580123572756,1,1,1
0.10192146417556643,0.05169304557004393,0.02749781284155678,1,1,1
0.08176450170112784,0.047521076165084615,0.024206044791282577,1,1,1
0.09427411915523706,0.047850992438313755,0.02341689679763015,1,1,1
0.09793102176096151,0.04591479905116867,0.022739887890827405,1,1,1
0.08446713282907944,0.05231207305329892,0.02442419920307376,1,1,1
0.09742142575129786,0.044951075382760865,0.020076711342008145,1,1,1
0.09082801366650575,0.04854174961630009,0.025840434459141227,1,1,1
0.09575150676494469,0.06175298005449896,0.02260955115310886,1,1,1
0.0971781038464188,0.04028864080140998,0.023830793143041366,1,1,1
0.09583738215734829,0.04149681548941836,0.019187113933562927,1,1,1
0.09510116185003653,0.042999916003706944,0.023924760409209843,1,1,1
0.10166372484195149,0.0444025648516679,0.019858039395355773,1,1,1
0.101707235546797,0.049098697012049455,0.0240813351477245,1,1,1
0.09157960161777903,0.0519012212925392,0.022657001099457633,1,1,1
0.08573306146831144,0.04958953705602259,0.027517927782974454,1,1,1
0.09642188660636752,0.04766699524318806,0.023572964240131902,1,1,1
0.08900755637135013,0.042537949512791995,0.02683329955149285,1,1,1
0.08878330953413174,0.04846629155799248,0.02171471423681213,1,1,1
0.0919072557096493,0.04715438140448506,0.02244273359199364,1,1,1
0.09766643140821929,0.04932934218174008,0.021156602000970113,1,1,1
0.09704635060770872,0.047739715855123294,0.02412632123849477,1,1,1
0.08856084080818519,0.04318187293332877,0.02162841620774826,1,1,1
0.08877181132328646,0.044142152438652826,0.02601624089707963,1,1,1
0.09039683262613613,0.05482207203452403,0.02608898607685261,1,1,1
0.0927201988348724,0.04971445472342535,0.025198842924561496,1,1,1
0.08896833364959648,0.048882707216126184,0.02160150998648923,1,1,1
