Double_Up,No_Up,Single_Up,Num_D,Num_N,Num_S
0.11242213777659199,0.01772120732080671,0.03523951237265481,1,1,1
0.11086307571580058,0.023837259491944183,0.032758927930822884,1,1,1
0.12429888588195301,0.014843732492641783,0.03147017534868332,1,1,1
0.11552061588878754,0.021538280481012605,0.02529885402955629,1,1,1
0.11488635011103322,0.023207761998446323,0.03851293813807734,1,1,1
0.10751780111296264,0.025758493259739338,0.0355723000440669,1,1,1
0.11170243547304483,0.01841358247458152,0.03259736432062563,1,1,1
0.10202253631218902,0.020652345172267977,0.03741556066752001,1,1,1
0.1095457892639788,0.020138387925703806,0.03971081905248695,1,1,1
0.11833149401979987,0.021284750179855115,0.04116990132313346,1,1,1
0.10935312362733737,0.023082936521991858,0.03310875423577012,1,1,1
0.11322403148508631,0.025251520700454926,0.03435341876732911,1,1,1
0.10675258307476146,0.020804465184742674,0.03228283909844207,1,1,1
0.11584913181509063,0.0217077515390664,0.030217771785557408,1,1,1
0.10487355502086564,0.019535105123523522,0.034697157562296105,1,1,1
0.11568302122994638,0.021228688450844056,0.03279343445955268,1,1,1
0.11592908662398063,0.018807279358974083,0.03649557620812435,1,1,1
0.12148272118987331,0.017663375945608194,0.03927978168336686,1,1,1
0.11223388601877046,0.02072934982004438,0.03817881795336096,1,1,1
0.11468921628168408,0.017929311273282372,0.03578550333583243,1,1,1
0.11266060404963227,0.018823202170345242,0.032134671867989434,1,1,1
0.1136247856832856,0.02008009838306023,0.0417281785437156,1,1,1
0.1166052557651464,0.021083164257528167,0.033769645300171666,1,1,1
0.11999454086176702,0.0179961552996305,0.031166792403996876,1,1,1
0.12970148091365635,0.01702378914868885,0.036142272569597456,1,1,1
0.12084558146663157,0.02456224597608606,0.029154531764575276,1,1,1
0.10750910078530776,0.01801190583849816,0.037874757595020146,1,1,1
0.12199103847772289,0.018558514471762683,0.04044936335452933,1,1,1
0.1108511490823922,0.018534142765018014,0.03683584250878302,1,1,1
0.10727966683152604,0.019343634854261302,0.036325174942864316,1,1,1
0.11836599649051036,0.019602595376571115,0.03181077991215353,1,1,1
0.11755503823396139,0.021652351056997234,0.03557058920042722,1,1,1
