Double_Up,No_Up,Single_Up,Num_D,Num_N,Num_S
0.12115108601660886,0.03683662890510633,0.042277089926164094,1,1,1
0.0682627591012903,0.03600475508195966,0.05754170364964409,1,1,1
0.11289554528897287,0.040819917090478115,0.09435317503944704,1,1,1
0.09881740851764181,0.03247966861387962,0.04868027027553619,1,1,1
0.08445947129906559,0.02457012983194154,0.021857059616324035,1,1,1
0.10674902391572745,0.027303115146926647,0.06315936825212387,1,1,1
0.07791824737806194,0.0164407019741004,0.034361533837661926,1,1,1
0.10673379275439174,0.021957052174684834,0.06847659017305577,1,1,1
0.12893925846911922,0.04168351260184052,0.030460184392683703,1,1,1
0.0832763881517089,0.04827494714992542,0.04181848379765066,1,1,1
0.09050349559234325,0.015516724219881754,0.059500082211146436,1,1,1
0.10938077569291305,0.02920135875802604,0.05503224078864172,1,1,1
0.09363302421582037,0.02780313016684231,0.04972920475932743,1,1,1
0.10874453992304013,0.027593566180656327,0.04110362095538335,1,1,1
0.08224808538184575,0.03825814968478139,0.030093712149771176,1,1,1
0.10899040673714519,0.04863690858058055,0.05691322586859479,1,1,1
0.11079598922682346,0.023519298820694326,0.04211768181195143,1,1,1
0.05892592470282412,0.03880266480490274,0.049885532589869,1,1,1
0.0932303868322029,0.0349707879395266,0.038065407292632525,1,1,1
0.10314061989682878,0.02519790806752273,0.03753485979887238,1,1,1
0.09288670648206891,0.04799587122378007,0.03815196026944931,1,1,1
0.04487409656415239,0.048037490729590515,0.04977118909637618,1,1,1
0.11980486815493846,0.037184533634139344,0.040835672458467365,1,1,1
0.10709535673798995,0.0343756441627536,0.04906395385537783,1,1,1
0.09085095100561677,0.02659025920065623,0.03411557239908293,1,1,1
0.09087613040820774,0.033260747031025,0.05359845169794303,1,1,1
0.08691688264651243,0.02899556992100616,0.06255363160300884,1,1,1
0.09467297687601894,0.0473122621919394,0.0391355720998957,1,1,1
0.09635188739945719,0.029500337611143408,0.03702561964804839,1,1,1
0.09977564343539365,0.02839919638264392,0.059014977600337824,1,1,1
0.07587721769056405,0.02979964629198502,0.060830246513832356,1,1,1
0.07816188018586973,0.04203732419694641,0.02171441362393923,1,1,1
0.08936563374605236,0.033428670824842945,0.03107085092348844,1,1,1
0.08602494019855791,0.036532759394161854,0.04301468357777044,1,1,1
0.10146567656326622,0.04068422957424185,0.04551347244019623,1,1,1
0.11236385111579875,0.017125661142709046,0.0406436174384636,1,1,1
0.07612346979999716,0.039385308281444056,0.05305118912643377,1,1,1
0.07960378873699712,0.03477716205072032,0.03765379034616737,1,1,1
0.09810664229638189,0.021806313324512362,0.03594841509514274,1,1,1
0.10478981675611403,0.03046435550214675,0.03519737606883144,1,1,1
0.08050791979073797,0.022408243194820286,0.03171335389310954,1,1,1
0.09117141613696617,0.038811619208462295,0.04396018659108037,1,1,1
0.09593321684386646,0.02298813232797806,0.03329031791804685,1,1,1
0.12199025425271467,0.0464524341237702,0.04795983853969253,1,1,1
0.08656674139437143,0.03817830409807979,0.06843627783521192,1,1,1
0.06778695917442633,0.028353956800780494,0.03959735428294401,1,1,1
0.08346090529117503,0.04490855934857237,0.02975195761554183,1,1,1
0.1150711976073384,0.02215316457473772,0.03302210138981182,1,1,1
0.0957907388912746,0.01963592345302757,0.053511234260771964,1,1,1
0.09431311119532688,0.042818879045629005,0.047014887477308656,1,1,1
0.08706159848119256,0.027609528326063906,0.03482859804064836,1,1,1
0.07053624930386046,0.027137182013864128,0.03943334043617417,1,1,1
0.0865684436130141,0.04361959735661864,0.05611575297246103,1,1,1
0.10208365370851691,0.02793141011789565,0.038924425794523175,1,1,1
0.08003290341089163,0.032298853185961096,0.06816471994211332,1,1,1
0.09578353964305644,0.03273626611725604,0.033775294772329434,1,1,1
0.09554189865672229,0.0274583531282947,0.03669385679818374,1,1,1
0.12159528713340892,0.027624864463418348,0.0504078091531542,1,1,1
0.11524689883472164,0.03286563507294414,0.02666545642729449,1,1,1
0.07093095358143083,0.028761363297116222,0.05337493931085368,1,1,1
0.061576391850738675,0.03277504726787038,0.045650720828494085,1,1,1
0.09111840584783651,0.043566101039122715,0.054305927450011046,1,1,1
0.10697835039807721,0.043705433934867574,0.03932942874310647,1,1,1
0.09185004311425084,0.025763387358896717,0.07898777366940217,1,1,1
